thread_id,message_count,unique_senders,first_message_time,last_message_time,thread_duration_minutes,avg_response_time,virality_direct,normalized_message_count,normalized_response_time,normalized_participants,virality_normalized,virality_direct_normalized,virality_combined,topic,category,subcategory,category_full
65,2,2,2024-09-02 09:36:20,2024-09-02 09:54:22,18.033333333333335,18.033333333333335,0.11,0.05714285714285714,0.392817059483726,0.11764705882352941,18.92,0.4621072088724584,9.69,"""Seeking Used Baby Equipment""",Products & Shopping,Baby Gear & Equipment,Products & Shopping - Baby Gear & Equipment
785,2,2,2024-12-27 16:32:11,2024-12-27 16:50:44,18.55,18.55,0.11,0.05714285714285714,0.37542087542087543,0.11764705882352941,18.34,0.449236298292902,9.39,"""Recommendations for children's scarves""",Travel & Transportation,Transportation & Commuting,Travel & Transportation - Transportation & Commuting
1092,2,1,2025-02-26 08:07:19,2025-02-26 08:25:22,18.05,18.05,0.11,0.05714285714285714,0.3922558922558922,0.058823529411764705,16.94,0.46168051708217916,8.7,"""Preparing for Child's Surgery""",Uncategorized,Other Topics,Uncategorized - Other Topics
941,3,3,2025-01-23 09:12:46,2025-01-23 10:05:05,52.31666666666667,26.158333333333335,0.11,0.08571428571428572,0.11924803591470245,0.17647058823529413,12.71,0.4778591908251035,6.6,"""Child safety gate solutions""",Health & Wellness,Preventive Care & Safety,Health & Wellness - Preventive Care & Safety
1037,2,2,2025-02-12 10:42:07,2025-02-12 11:00:44,18.616666666666667,18.616666666666667,0.11,0.05714285714285714,0.37317620650953987,0.11764705882352941,18.27,0.4476275738585497,9.36,"""Recommendations for Baby Carriers""",Products & Shopping,Baby Gear & Equipment,Products & Shopping - Baby Gear & Equipment
341,2,2,2024-10-17 21:40:08,2024-10-17 21:59:00,18.866666666666667,18.866666666666667,0.11,0.05714285714285714,0.36475869809203143,0.11764705882352941,17.98,0.441696113074205,9.21,"""Parenting Classes and Support Programs""",Child Care & Education,Schools & Education,Child Care & Education - Schools & Education
774,2,2,2024-12-24 20:14:58,2024-12-24 20:35:35,20.616666666666667,20.616666666666667,0.1,0.05714285714285714,0.3058361391694725,0.11764705882352941,16.02,0.40420371867421173,8.21,"""Golden Goose store availability""",Marketplace & Exchange,Buying & Selling,Marketplace & Exchange - Buying & Selling
995,2,2,2025-02-03 15:18:28,2025-02-03 15:37:33,19.083333333333332,19.083333333333332,0.1,0.05714285714285714,0.3574635241301908,0.11764705882352941,17.74,0.43668122270742366,9.09,"""Jewelry Shopping Recommendations""",Marketplace & Exchange,Buying & Selling,Marketplace & Exchange - Buying & Selling
711,2,2,2024-12-13 20:24:00,2024-12-13 20:44:31,20.516666666666666,20.516666666666666,0.1,0.05714285714285714,0.30920314253647585,0.11764705882352941,16.13,0.4061738424045492,8.27,"""Guardian Bikes and Pumpables Reviews""",Nutrition & Feeding,Breastfeeding & Formula,Nutrition & Feeding - Breastfeeding & Formula
1090,2,2,2025-02-25 19:26:41,2025-02-25 19:46:11,19.5,19.5,0.1,0.05714285714285714,0.3434343434343434,0.11764705882352941,17.27,0.42735042735042733,8.85,"""Neurosurgeon recommendations for brain aneurysms""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
853,2,2,2025-01-08 18:25:18,2025-01-08 18:45:22,20.066666666666666,20.066666666666666,0.1,0.05714285714285714,0.324354657687991,0.11764705882352941,16.64,0.41528239202657813,8.53,"""iPad App Recommendations for Toddlers""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
17,2,2,2024-08-22 13:58:29,2024-08-22 14:18:41,20.2,20.2,0.1,0.05714285714285714,0.31986531986531985,0.11764705882352941,16.49,0.4125412541254126,8.45,"""Bouncy Castle Expectations""",Uncategorized,Other Topics,Uncategorized - Other Topics
229,2,2,2024-09-29 17:27:52,2024-09-29 17:48:38,20.766666666666666,20.766666666666666,0.1,0.05714285714285714,0.3007856341189674,0.11764705882352941,15.85,0.40128410914927776,8.13,"""Managing Pregnancy Sickness""",Health & Wellness,Illness & Symptoms,Health & Wellness - Illness & Symptoms
174,2,2,2024-09-20 08:58:53,2024-09-20 09:20:12,21.316666666666666,21.316666666666666,0.09,0.05714285714285714,0.2822671156004489,0.11764705882352941,15.24,0.3909304143862392,7.81,"""Dodging dog poop on streets""",Uncategorized,Other Topics,Uncategorized - Other Topics
643,2,2,2024-12-03 10:09:18,2024-12-03 10:31:03,21.75,21.75,0.09,0.05714285714285714,0.2676767676767676,0.11764705882352941,14.75,0.38314176245210724,7.57,"""Donating Spare Hockey Gear""",Uncategorized,Other Topics,Uncategorized - Other Topics
779,2,2,2024-12-26 07:39:55,2024-12-26 08:01:06,21.183333333333334,21.183333333333334,0.09,0.05714285714285714,0.28675645342312006,0.11764705882352941,15.38,0.3933910306845004,7.89,"""BPS registration and puppet show""",Group Communication,Questions & Information Requests,Group Communication - Questions & Information Requests
844,2,2,2025-01-07 13:40:10,2025-01-07 14:02:01,21.85,21.85,0.09,0.05714285714285714,0.2643097643097643,0.11764705882352941,14.64,0.38138825324180015,7.51,"""School Pickup and Toddler Haircut Solutions""",Child Care & Education,Schools & Education,Child Care & Education - Schools & Education
1128,2,2,2025-03-06 08:50:32,2025-03-06 09:12:00,21.466666666666665,21.466666666666665,0.09,0.05714285714285714,0.27721661054994395,0.11764705882352941,15.07,0.38819875776397517,7.73,"""Teaching kids to blow their nose""",Activities & Recreation,Classes & Programs,Activities & Recreation - Classes & Programs
193,2,2,2024-09-24 05:15:44,2024-09-24 05:38:03,22.316666666666666,22.316666666666666,0.09,0.05714285714285714,0.2485970819304153,0.11764705882352941,14.11,0.37341299477221807,7.24,"""Seeking Toddler Boys Jacket Recommendations""",Products & Shopping,Clothing & Accessories,Products & Shopping - Clothing & Accessories
521,2,2,2024-11-13 18:23:16,2024-11-13 18:46:44,23.466666666666665,23.466666666666665,0.09,0.05714285714285714,0.2098765432098766,0.11764705882352941,12.82,0.3551136363636364,6.59,"""Winter walking gear recommendations""",Products & Shopping,Baby Gear & Equipment,Products & Shopping - Baby Gear & Equipment
1052,2,2,2025-02-16 11:08:34,2025-02-16 11:33:01,24.45,24.45,0.08,0.05714285714285714,0.1767676767676768,0.11764705882352941,11.72,0.34083162917518744,6.03,"""Recommendations for 2Br Rentals in No End""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
296,2,2,2024-10-10 11:30:48,2024-10-10 11:55:08,24.333333333333332,24.333333333333332,0.08,0.05714285714285714,0.1806958473625141,0.11764705882352941,11.85,0.34246575342465757,6.1,"""Traveling with food and entertainment""",Nutrition & Feeding,Family Meals & Recipes,Nutrition & Feeding - Family Meals & Recipes
352,2,2,2024-10-19 11:29:28,2024-10-19 11:53:17,23.816666666666666,23.816666666666666,0.08,0.05714285714285714,0.1980920314253648,0.11764705882352941,12.43,0.3498950314905528,6.39,"""Kid's Soccer and Nail Polish""",Activities & Recreation,Sports & Physical Activities,Activities & Recreation - Sports & Physical Activities
122,2,2,2024-09-11 13:33:59,2024-09-11 13:58:55,24.933333333333334,24.933333333333334,0.08,0.05714285714285714,0.16049382716049376,0.11764705882352941,11.18,0.3342245989304813,5.76,"""Expedited Summer Experiences""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
974,2,2,2025-01-29 10:09:50,2025-01-29 10:36:10,26.333333333333332,26.333333333333332,0.08,0.05714285714285714,0.11335578002244673,0.11764705882352941,9.6,0.31645569620253167,4.96,"""Fall applications for Boston Children’s School""",Child Care & Education,Schools & Education,Child Care & Education - Schools & Education
621,2,2,2024-11-27 16:45:11,2024-11-27 17:09:00,23.816666666666666,23.816666666666666,0.08,0.05714285714285714,0.1980920314253648,0.11764705882352941,12.43,0.3498950314905528,6.39,"""Christmas tree and decoration recommendations""",Products & Shopping,Home & Furniture,Products & Shopping - Home & Furniture
217,2,2,2024-09-27 21:36:48,2024-09-27 22:01:38,24.833333333333332,24.833333333333332,0.08,0.05714285714285714,0.16386083052749723,0.11764705882352941,11.29,0.33557046979865773,5.81,"""Child food safety and shredding services""",Health & Wellness,Preventive Care & Safety,Health & Wellness - Preventive Care & Safety
854,2,2,2025-01-08 19:21:51,2025-01-08 19:45:53,24.033333333333335,24.033333333333335,0.08,0.05714285714285714,0.19079685746352404,0.11764705882352941,12.19,0.3467406380027739,6.27,"""Khan Academy Kids Recommendation""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
11,2,2,2024-08-21 22:01:22,2024-08-21 22:27:59,26.616666666666667,26.616666666666667,0.08,0.05714285714285714,0.1038159371492704,0.11764705882352941,9.29,0.31308703819661865,4.8,Attending a Scheduled Event,Home & Family Management,Household Management,Home & Family Management - Household Management
134,2,2,2024-09-13 08:15:44,2024-09-13 08:42:21,26.616666666666667,26.616666666666667,0.08,0.05714285714285714,0.1038159371492704,0.11764705882352941,9.29,0.31308703819661865,4.8,"""Towing Cars on Salem Street""",Marketplace & Exchange,Buying & Selling,Marketplace & Exchange - Buying & Selling
852,2,2,2025-01-08 14:03:58,2025-01-08 14:27:56,23.966666666666665,23.966666666666665,0.08,0.05714285714285714,0.19304152637485972,0.11764705882352941,12.26,0.34770514603616137,6.3,"""Sharing Parenting Book Recommendations""",Products & Shopping,"Toys, Books & Entertainment","Products & Shopping - Toys, Books & Entertainment"
702,2,2,2024-12-12 14:02:05,2024-12-12 14:25:45,23.666666666666668,23.666666666666668,0.08,0.05714285714285714,0.20314253647586977,0.11764705882352941,12.6,0.35211267605633806,6.47,"""Discussing local service discounts""",Marketplace & Exchange,Services & Providers,Marketplace & Exchange - Services & Providers
808,2,1,2025-01-01 15:06:21,2025-01-01 15:32:34,26.216666666666665,26.216666666666665,0.08,0.05714285714285714,0.11728395061728403,0.058823529411764705,7.78,0.3178639542275907,4.05,"""Borrowing New England Aquarium Membership""",Marketplace & Exchange,Borrowing & Lending,Marketplace & Exchange - Borrowing & Lending
748,2,2,2024-12-20 11:31:44,2024-12-20 11:57:53,26.15,26.15,0.08,0.05714285714285714,0.1195286195286196,0.11764705882352941,9.81,0.3186743148502231,5.06,"""New York New Year's activities for kids""",Uncategorized,Other Topics,Uncategorized - Other Topics
70,2,2,2024-09-03 07:54:36,2024-09-03 08:18:26,23.833333333333332,23.833333333333332,0.08,0.05714285714285714,0.19753086419753085,0.11764705882352941,12.41,0.34965034965034963,6.38,"""Swimming school recommendations""",Child Care & Education,Schools & Education,Child Care & Education - Schools & Education
578,2,2,2024-11-21 16:38:16,2024-11-21 17:03:18,25.033333333333335,25.033333333333335,0.08,0.05714285714285714,0.1571268237934904,0.11764705882352941,11.06,0.3328894806924101,5.7,"""Bps Zum app issues""",Uncategorized,Other Topics,Uncategorized - Other Topics
1059,2,2,2025-02-18 07:12:43,2025-02-18 07:37:51,25.133333333333333,25.133333333333333,0.08,0.05714285714285714,0.15375982042648706,0.11764705882352941,10.95,0.3315649867374005,5.64,"""Swimming Lessons Recommendations""",Activities & Recreation,Classes & Programs,Activities & Recreation - Classes & Programs
708,2,2,2024-12-13 11:30:13,2024-12-13 11:57:50,27.616666666666667,27.616666666666667,0.07,0.05714285714285714,0.07014590347923677,0.11764705882352941,8.16,0.30175015087507545,4.23,"""Finding a Part-Time Nanny""",Child Care & Education,Babysitters & Nannies,Child Care & Education - Babysitters & Nannies
98,2,2,2024-09-08 14:01:34,2024-09-08 14:30:47,29.216666666666665,29.216666666666665,0.07,0.05714285714285714,0.016273849607182922,0.11764705882352941,6.37,0.2852253280091272,3.33,"""Nanny Availability and Recommendation""",Child Care & Education,Babysitters & Nannies,Child Care & Education - Babysitters & Nannies
269,2,2,2024-10-05 16:45:19,2024-10-05 17:12:41,27.366666666666667,27.366666666666667,0.07,0.05714285714285714,0.0785634118967452,0.11764705882352941,8.45,0.3045066991473812,4.37,"""Halloween Costume Exchange/Borrowing""",Marketplace & Exchange,Borrowing & Lending,Marketplace & Exchange - Borrowing & Lending
360,2,2,2024-10-21 12:24:14,2024-10-21 12:53:56,29.7,29.7,0.07,0.05714285714285714,0.0,0.11764705882352941,5.83,0.28058361391694725,3.05,"""Hillhouse Karate Uniform Purchase""",Marketplace & Exchange,Buying & Selling,Marketplace & Exchange - Buying & Selling
173,2,2,2024-09-19 20:47:13,2024-09-19 21:15:16,28.05,28.05,0.07,0.05714285714285714,0.05555555555555547,0.11764705882352941,7.68,0.29708853238265004,3.99,"""Recommendations for Multivitamins and Swim Lessons""",Activities & Recreation,Classes & Programs,Activities & Recreation - Classes & Programs
882,1,1,2025-01-13 08:28:32,2025-01-13 08:28:32,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Lost Eliot V-neck Sweater""",Nutrition & Feeding,Baby & Toddler Food,Nutrition & Feeding - Baby & Toddler Food
155,1,1,2024-09-17 08:31:42,2024-09-17 08:31:42,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Richmond Street Car Towing""",Travel & Transportation,Transportation & Commuting,Travel & Transportation - Transportation & Commuting
940,1,1,2025-01-23 06:47:25,2025-01-23 06:47:25,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Childproofing Non-standard Staircases""",Health & Wellness,Preventive Care & Safety,Health & Wellness - Preventive Care & Safety
902,1,1,2025-01-15 14:40:12,2025-01-15 14:40:12,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Little Lovage's relocation update""",Group Communication,Announcements & Updates,Group Communication - Announcements & Updates
216,1,1,2024-09-27 10:05:25,2024-09-27 10:05:25,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Free Covid Tests Availability""",Marketplace & Exchange,Secondhand & Donations,Marketplace & Exchange - Secondhand & Donations
215,1,1,2024-09-26 16:41:53,2024-09-26 16:41:53,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Music Lesson Recommendations""",Activities & Recreation,Classes & Programs,Activities & Recreation - Classes & Programs
939,1,1,2025-01-22 22:20:57,2025-01-22 22:20:57,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Managing child's nighttime interruptions""",Parenting Challenges & Support,Sleep & Bedtime,Parenting Challenges & Support - Sleep & Bedtime
903,1,1,2025-01-15 15:49:15,2025-01-15 15:49:15,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Discussion about new daycare location""",Child Care & Education,Daycare & Preschools,Child Care & Education - Daycare & Preschools
858,1,1,2025-01-10 05:54:42,2025-01-10 05:54:42,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Strategies for Toddler Bedtime""",Products & Shopping,Home & Furniture,Products & Shopping - Home & Furniture
161,1,1,2024-09-18 09:13:06,2024-09-18 09:13:06,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,Group Invitation Gratitude,Uncategorized,Other Topics,Uncategorized - Other Topics
936,1,1,2025-01-21 15:46:26,2025-01-21 15:46:26,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,Not enough information,Group Communication,Announcements & Updates,Group Communication - Announcements & Updates
859,1,1,2025-01-10 06:48:06,2025-01-10 06:48:06,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Baby/Toddler Swimming Lessons Recommendations""",Activities & Recreation,Classes & Programs,Activities & Recreation - Classes & Programs
214,1,1,2024-09-26 12:00:37,2024-09-26 12:00:37,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Ninja turtle ownership""",Uncategorized,Other Topics,Uncategorized - Other Topics
934,1,1,2025-01-20 14:50:38,2025-01-20 14:50:38,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"Unclear, insufficient information",Uncategorized,Unclear or Insufficient,Uncategorized - Unclear or Insufficient
164,1,1,2024-09-18 18:29:52,2024-09-18 18:29:52,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,Insufficient information,Uncategorized,Unclear or Insufficient,Uncategorized - Unclear or Insufficient
932,1,1,2025-01-20 09:17:50,2025-01-20 09:17:50,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Pediatric Dentist Recommendations""",Health & Wellness,Dental & Vision Care,Health & Wellness - Dental & Vision Care
184,1,1,2024-09-22 07:58:44,2024-09-22 07:58:44,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Postpartum Doula Experiences and Recommendations""",Activities & Recreation,Arts & Music,Activities & Recreation - Arts & Music
942,1,1,2025-01-23 11:50:46,2025-01-23 11:50:46,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Recommendations for Tall Spacers""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
893,1,1,2025-01-14 18:55:41,2025-01-14 18:55:41,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""CVS online ordering for diapers""",Parenting Challenges & Support,Potty Training & Hygiene,Parenting Challenges & Support - Potty Training & Hygiene
947,1,1,2025-01-24 16:34:16,2025-01-24 16:34:16,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,Welcoming new group member,Uncategorized,Other Topics,Uncategorized - Other Topics
851,1,1,2025-01-08 12:44:22,2025-01-08 12:44:22,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Local chef food delivery recommendations""",Nutrition & Feeding,Family Meals & Recipes,Nutrition & Feeding - Family Meals & Recipes
953,1,1,2025-01-25 10:42:27,2025-01-25 10:42:27,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,Insufficient information provided,Uncategorized,Unclear or Insufficient,Uncategorized - Unclear or Insufficient
952,1,1,2025-01-25 09:52:32,2025-01-25 09:52:32,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Baby camping gear recommendations""",Products & Shopping,Baby Gear & Equipment,Products & Shopping - Baby Gear & Equipment
951,1,1,2025-01-25 08:32:29,2025-01-25 08:32:29,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Recommendations for Birthday Venues""",Home & Family Management,Family Celebrations,Home & Family Management - Family Celebrations
950,1,1,2025-01-25 07:46:44,2025-01-25 07:46:44,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""BU's Walter Brown Arena Rules""",Group Communication,Group Guidelines & Coordination,Group Communication - Group Guidelines & Coordination
182,1,1,2024-09-21 13:26:27,2024-09-21 13:26:27,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"Unclear, insufficient information",Uncategorized,Unclear or Insufficient,Uncategorized - Unclear or Insufficient
949,1,1,2025-01-24 19:18:56,2025-01-24 19:18:56,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Recommendations for Electricians""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
948,1,1,2025-01-24 18:42:51,2025-01-24 18:42:51,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Kids Orthodontist Recommendations""",Health & Wellness,Dental & Vision Care,Health & Wellness - Dental & Vision Care
896,1,1,2025-01-15 07:44:13,2025-01-15 07:44:13,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Children's Swimwear Recommendations""",Activities & Recreation,Sports & Physical Activities,Activities & Recreation - Sports & Physical Activities
931,1,1,2025-01-20 07:24:09,2025-01-20 07:24:09,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Experience with Public Adjustors""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
946,1,1,2025-01-24 14:20:24,2025-01-24 14:20:24,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Big Brothers Big Sisters Donations""",Marketplace & Exchange,Secondhand & Donations,Marketplace & Exchange - Secondhand & Donations
899,1,1,2025-01-15 11:58:53,2025-01-15 11:58:53,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,Nordstrom Store Discussion,Marketplace & Exchange,Buying & Selling,Marketplace & Exchange - Buying & Selling
150,1,1,2024-09-16 18:04:14,2024-09-16 18:04:14,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Era Organics Healing Ointment Usage""",Uncategorized,Other Topics,Uncategorized - Other Topics
944,1,1,2025-01-24 11:07:45,2025-01-24 11:07:45,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Recommendations for safety gates""",Health & Wellness,Preventive Care & Safety,Health & Wellness - Preventive Care & Safety
154,1,1,2024-09-17 07:58:49,2024-09-17 07:58:49,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,Group Introduction/Welcome,Group Communication,Greetings & Introductions,Group Communication - Greetings & Introductions
900,1,1,2025-01-15 12:51:01,2025-01-15 12:51:01,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Seeking Tax Accountant Assistance""",Local Community,Community Support Networks,Local Community - Community Support Networks
183,1,1,2024-09-21 19:46:44,2024-09-21 19:46:44,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Nephew's Popcorn Fundraiser Support""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice
144,1,1,2024-09-15 20:25:17,2024-09-15 20:25:17,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Nanny duties and expectations""",Child Care & Education,Babysitters & Nannies,Child Care & Education - Babysitters & Nannies
890,1,1,2025-01-14 12:49:38,2025-01-14 12:49:38,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,Conversation topic not provided,Uncategorized,Other Topics,Uncategorized - Other Topics
165,1,1,2024-09-18 19:13:34,2024-09-18 19:13:34,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Mortgage Interest Rates Discussion""",Uncategorized,Other Topics,Uncategorized - Other Topics
930,1,1,2025-01-19 20:02:09,2025-01-19 20:02:09,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Babysitter Recommendations at Killington/Pico""",Child Care & Education,Babysitters & Nannies,Child Care & Education - Babysitters & Nannies
912,1,1,2025-01-16 19:10:56,2025-01-16 19:10:56,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Chuck E. Cheese birthday party""",Activities & Recreation,Arts & Music,Activities & Recreation - Arts & Music
919,1,1,2025-01-17 13:52:18,2025-01-17 13:52:18,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Child car seat features""",Nutrition & Feeding,Baby & Toddler Food,Nutrition & Feeding - Baby & Toddler Food
875,1,1,2025-01-11 18:10:56,2025-01-11 18:10:56,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,Observing Children's Growth,Child Care & Education,Child Development & Milestones,Child Care & Education - Child Development & Milestones
172,1,1,2024-09-19 19:37:11,2024-09-19 19:37:11,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,Unable to determine topic as the provided message is a non-accessible Facebook link.,Products & Shopping,"Toys, Books & Entertainment","Products & Shopping - Toys, Books & Entertainment"
917,1,1,2025-01-17 07:52:40,2025-01-17 07:52:40,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Sunrise Family Group Introduction""",Parenting Challenges & Support,Family Dynamics,Parenting Challenges & Support - Family Dynamics
201,1,1,2024-09-24 14:02:09,2024-09-24 14:02:09,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,Insufficient information for topic identification,Uncategorized,Unclear or Insufficient,Uncategorized - Unclear or Insufficient
915,1,1,2025-01-17 01:43:52,2025-01-17 01:43:52,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Experiences with Specific Daycares""",Child Care & Education,Daycare & Preschools,Child Care & Education - Daycare & Preschools
914,1,1,2025-01-16 21:20:51,2025-01-16 21:20:51,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Arcade Game Machines""",Products & Shopping,"Toys, Books & Entertainment","Products & Shopping - Toys, Books & Entertainment"
913,1,1,2025-01-16 20:41:37,2025-01-16 20:41:37,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Cowabunga Indoor Play Area""",Activities & Recreation,Parks & Playgrounds,Activities & Recreation - Parks & Playgrounds
194,1,1,2024-09-24 06:24:37,2024-09-24 06:24:37,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Sharing Jean Jackets""",Products & Shopping,Clothing & Accessories,Products & Shopping - Clothing & Accessories
196,1,1,2024-09-24 08:43:57,2024-09-24 08:43:57,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Upcoming mom's night event""",Parenting Challenges & Support,Sleep & Bedtime,Parenting Challenges & Support - Sleep & Bedtime
175,1,1,2024-09-20 11:01:04,2024-09-20 11:01:04,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Nanny Seeking New Employment""",Child Care & Education,Babysitters & Nannies,Child Care & Education - Babysitters & Nannies
195,1,1,2024-09-24 07:17:16,2024-09-24 07:17:16,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Visiting a bar""",Travel & Transportation,Day Trips & Outings,Travel & Transportation - Day Trips & Outings
909,1,1,2025-01-16 11:44:15,2025-01-16 11:44:15,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Choosing Sunrise Learning for daycare""",Child Care & Education,Daycare & Preschools,Child Care & Education - Daycare & Preschools
908,1,1,2025-01-16 10:00:03,2025-01-16 10:00:03,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Transportation Children's Center Reviews""",Activities & Recreation,Sports & Physical Activities,Activities & Recreation - Sports & Physical Activities
879,1,1,2025-01-12 11:44:16,2025-01-12 11:44:16,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,Topic not specified,Uncategorized,Unclear or Insufficient,Uncategorized - Unclear or Insufficient
880,1,1,2025-01-12 18:02:55,2025-01-12 18:02:55,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,"""Requesting Brian's Contact Number""",Uncategorized,Other Topics,Uncategorized - Other Topics
176,1,1,2024-09-20 18:17:57,2024-09-20 18:17:57,0.0,inf,0.0,0.02857142857142857,0.0,0.058823529411764705,2.91,0.0,1.46,Adding New Member to Parent Group,Local Community,Community Support Networks,Local Community - Community Support Networks
